"198,007e1e47cd0e2fec,""Homosexuals are intent on legitimizing their behavior. Therefore, they will seize any opportunity to suggest that famous persons are gay. In this way, their way of life will be received as being not only harmless, but perfectly normal. As generations of people grow from childhood to maturity and are exposed to this strategy, they increasingly develop a tolerance for homosexuality. In this way, it is now almost universally accepted as a diverse or alternate behavior or way of being, similar to a religion, race,  or nationality. Lestrade"",0,0,0,0,0,0";;;;;;;;
"199,007ecbb379c4a861,""Al Messier ";;;;;;;;
"This article was a non-notable biography according to the criteria set out in WP:BIO. (aeropagitica)"",0,0,0,0,0,0";;;;;;;;
"200,007f127033d66db5,""""""";;;;;;;;
;;;;;;;;
 Link to Sacramento ;;;;;;;;
;;;;;;;;
"I placed a wikipedia-link in this article where the word """"""""Sacramento"""""""" appears.  Another editor, who appears to be stalking me and is reverting everything that I do, claims that I am """"""""overlinking"""""""" by doing this.  I have read the policy, and think I understand it, and I disagree with him.  The word """"""""Sacramento"""""""" was not linked anywhere else in this article before I made the link, and I think that my link provided good context for a reader who did not know Walnut Creek but thought that maybe they knew Sacramento.  Was there anything wrong with my link?  I would like someone objective to give their opinions. 74.234.45.208  """""",0,0,0,0,0,0";;;;;;;;
"202,00803f08f55bdcad,""""""";;;;;;;;
"Reliable sources indicate otherwise. Please do not insert your personal analysis into the article.  (talk) """""",0,0,0,0,0,0";;;;;;;;
"203,008198c5a9d85a8e,""I did research thank you very much, and it is not in the relevance of the article. I think you may have to reseacrh WP:EL to amke sure you realise the facts about why these links are being deleted. I am willing to agree with people that only the official sites should be there, therefore I shall delete the game site and the otehrs now."",0,0,0,0,0,0";;;;;;;;
"204,00822d0d01752c7e,""""""";;;;;;;;
;;;;;;;;
"A """"""""TotallyDisputed"""""""" notice would probably be appropriate, given the depth of disagreement that exists here, but I cannot understand why highlighting statements identified by some as """"""""dubious"""""""" would constitute """"""""disfiguring the article"""""""".  SlimVirgin has also used that wording recently, but I rather think that inaccurate and irrelevant information is more of a """"""""disfigurement"""""""" than is a template notice.";;;;;;;;
;;;;;;;;
"To answer your second question: my """"""""side"""""""" has brought forward a proposal, and the other side has not yet responded.  This is sadly consistent with recent patterns of delay.  (I'll make no comment on whether or not this is a deliberate strategy.)   """""",0,0,0,0,0,0";;;;;;;;
205,0082b4b42b3f07a1,I've abused NOTHING. Your threats are extremely disrespectful to the rules of Wikipedia. All I have ever done is tried to improve the quality of Wikipedia articles and maintain the standards of quality. I should NOT be treated like a vandal who only registered to muck up articles. My account should not be blocked. I should be an administrator. (  ),0,0,0,0,0,0;;;;;;;;
"207,008344a80c43b8c9,""Invite";;;;;;;;
 ;;;;;;;;
;;;;;;;;
"Hi! I still did not have time to write the articles about the fundamentals of the Romani culture and society (that would have permitted a normal presentation, beyond the stereotypes), I hope in the near future I'll manage to do it. From the last discussion I just managed to organize better Category:Romani people by country and Category:Romani people by occupation and create some more articles about Romani persons."",0,0,0,0,0,0";;;;;;;;
"208,0083790fbfe5014d,""I asked him a question about recall, maybe that would make you less troubled.  account"",0,0,0,0,0,0";;;;;;;;
209,0083ead5c8afc356,says no consensus was ever reached as he reverted my edits here:,0,0,0,0,0,0;;;;;;;;
210,0084d905b6f19f2b,I FIND IT DIFFICULT TO CONTROL MY EMOTIONS and I still feel that Mr Logy Wogy was bad.,0,0,0,0,0,0;;;;;;;;
"212,0087c131ccffe160,""Attacking another editor. How? I am trying to make a point about how easy it is to edit Wikipedia and his piece on George Orwell's page proved my point. It is common place for Wikipedians to help each other make better and a lot lesser bias edits and that is all i was trying to do. So if you wouldn't mind, please could you remove that warning."",0,0,0,0,0,0";;;;;;;;
"213,00882ab8cfa42274,""""""";;;;;;;;
;;;;;;;;
"Please see ref 1, 4 , 5 & 6 of this article, mentioned by Wikipedia for Youngest Patent holder of India. Moreover I mentioned about news & latest book about real life heroes, by providing notable & reliable reference. Do not you feel DNA group is reliable & notable reference as Its page exists on Wikipedia. Do you really believe that, what ever or who so ever provide information for this article is having bad intentions. In your words sock/meatpuppets. Did i asked/suggested anything from you to edit or write. I am a free man to send information & You are a free person to analyse it. Are you above Wikipedia? When ref 1, 4 , 5 & 6 of this article, mentioned by Wikipedia for Youngest Patent holder of India for the subject..Why you speak in bad words...Your words verbatim """"""""Any book or review which repeats the """"""""India's youngest patent holder and the youngest disabled patent holder in the world"""""""" claim that Bhati and his supporters are pushing fails as a reliable source.""""""""  How can you discourage people from sending information, which is relevant, reliable & notable122.161.30.232  """""",0,0,0,0,0,0";;;;;;;;
"214,008a1e9c45de8138,""""""";;;;;;;;
;;;;;;;;
" Randroide Answers to """"""""Next Step"""""""" ";;;;;;;;
;;;;;;;;
Guys, I do not see you taking steps to Wikipedia:Requests for mediation.;;;;;;;;
;;;;;;;;
"I can not do this job because I always connect from """"""""filtered"""""""" institutional net-access, and following those steps could result in new, undesired, controversial """"""""truncation"""""""" of words by the software. I do not want that happenning.";;;;;;;;
;;;;;;;;
Could you please follow the instructions in the link I provided?. Thank you. ;;;;;;;;
;;;;;;;;
 Randroide answers to New reference by Burgas00 ;;;;;;;;
;;;;;;;;
"  At last we agree on something!...of course that the new section is a good idea: The false """"""""suicidal"""""""" terrorists from PRISA will also be included there. ";;;;;;;;
;;;;;;;;
Come oooooon, boys, start writing that section. I do not want all the kudos for myself: The new proposed article is, by now, an effort made only by me. ;;;;;;;;
;;;;;;;;
"But remember: NPOV and sources, all the sources. Just like me citing """"""""El País"""""""" in the section about the doubts about the genuineness of the 13th bomb. Cheers  ";;;;;;;;
;;;;;;;;
 ;;;;;;;;
;;;;;;;;
"Indeed, a good point. And all the remarks in COPE too. And the """"""""moral certitudes"""""""" of Mariano Rajoy published in El Mundo.";;;;;;;;
;;;;;;;;
  I agree with you 100%, Larean.;;;;;;;;
;;;;;;;;
  What Randroide omits to mention on the section about the 13th bomb is that he only added balancing references when I insisted that he do so, the original version he created was entirely POV, as is much of the rest of the proposed article. Also, all the sources that he added from El Pais are only available to subscribers - NPOV it is not. ;;;;;;;;
;;;;;;;;
"  You are right, Southofwatford, in your """"""""Randroide omits..."""""""" section.";;;;;;;;
;;;;;;;;
"If you have not subscription to """"""""El País"""""""", I am sorry but that´s your problem. My """"""""institutional"""""""" access also has some advantages, like paid access to """"""""El País"""""""" (and many, many other publications and books). That´s one of the reasons for my exclusive use of """"""""filtered"""""""" Internet accesss: It´s much easier for me to work here due to the easy availability of sources.";;;;;;;;
;;;;;;;;
Do you see?. The truncation of words is offsett (I think) by better sources.;;;;;;;;
;;;;;;;;
"BTW, if you write under a """"""""Randroide answers"""""""" section you are:";;;;;;;;
"Invading """"""""my"""""""" space. I do not mind, really. But you are doing it.";;;;;;;;
"Risking new truncations on your messages. To avoid this, please write OUTSIDE """"""""Randroide answers"""""""" sections.";;;;;;;;
;;;;;;;;
"If you think that the proposed article is POV, work in it to make it NPOV. The article is not """"""""mine"""""""".";;;;;;;;
;;;;;;;;
  I'll take the risk of you truncating the reply and put it here, it's very short. The issue is not whether I subscribe to El País, its whether the people who read an article in the English Wikipedia subscribe to it. All sources used should be accessible to all readers of the article, putting in a source that readers will not be able to see just so you can claim the article is NPOV is, to my mind, completely unreasonable.;;;;;;;;
;;;;;;;;
  ;;;;;;;;
;;;;;;;;
All sources used should be accessible to all readers of the article;;;;;;;;
;;;;;;;;
Very funny, Southofwatford. ;;;;;;;;
;;;;;;;;
I am going to follow this joke of yours.;;;;;;;;
;;;;;;;;
Please propose also the deletion of all books as sources, because, did you know?, there is always someone without this or that book.;;;;;;;;
Delete all references to TV or radio stations, because that user in Brazil has no TV and no radio at home.;;;;;;;;
Delete all the references in spanish, because, did you know?, there are users who know no spanish.;;;;;;;;
;;;;;;;;
It´s a pleasure to read this kind of funny jokes, really. I had a good laugh.;;;;;;;;
;;;;;;;;
User:Southofwatford  How strange that you should find it so funny, after all most of the sources we are providing should enable users to find out more information about what is being sourced, so to deliberately choose sources that require those users to pay to see the information is not funny, it's simply bizarre. Equally, in the English Wikipedia I would argue that choosing a Spanish or other foreign language source when an equally valid source exists in English does not make sense, except perhaps to those who are too busy laughing - your cynicism is evident in your response.;;;;;;;;
;;;;;;;;
" 08:3"",0,0,0,0,0,0";;;;;;;;
"215,008a856f6691e051,""Hence why I removed it, content of that nature is not suitable for wikipedia (proscribed by WP:NOT) but perhaps for one of its sister projects, such as wikia."",0,0,0,0,0,0";;;;;;;;
"216,008a990457283850,""Pirating incident ";;;;;;;;
;;;;;;;;
"I've removed this statenment as it doesn't really relate to the episode much, plus it's kinda off topic."",0,0,0,0,0,0";;;;;;;;
217,008d3702b1ad0465,And check this out: http://www.cla.purdue.edu/blackmon/102cs2001/critical.html#bio,0,0,0,0,0,0;;;;;;;;
"219,008e2acf5bcf4be4,""New User ";;;;;;;;
;;;;;;;;
Hello Gogo Dodo!;;;;;;;;
;;;;;;;;
I am a new user on wikipedia and just wanted to ask if my new page could be removed from the deletion list.  My new page is Kaburst and i still have a lot i want to do with it.  I think the reason it was considered is because it starts off like it should be in wiktionary.  but yeah just give me some time to make it better.;;;;;;;;
